,Step,H_nhc,H_nhc1,H_nhc2
0,0,-6474.83301,0.0,0.0
300,18000,-6474.80664,185.184906,25.111110699999998
600,36000,-6475.0673799999995,387.57080099999996,-199.04046599999998
900,54000,-6474.896,255.355911,-43.541671799999996
1200,72000,-6475.10498,421.362305,-216.769516
1500,90000,-6474.71289,22.0480728,107.896721
1800,108000,-6474.82715,-60.7055969,70.7929688
2100,126000,-6474.66406,-91.0242615,302.161652
2400,144000,-6474.89551,214.864792,-12.173415199999999
2700,162000,-6475.17578,398.444946,-299.04098500000003
3000,180000,-6474.85156,110.10302,88.1910324
3300,198000,-6474.6167,-225.772858,361.465698
3600,216000,-6474.771970000001,-108.33578500000002,223.50617999999997
3900,234000,-6474.72314,-195.835266,260.90472400000004
4200,252000,-6474.740720000001,-44.286808,193.437698
4500,270000,-6474.8833,139.61369299999998,4.847785
4800,288000,-6474.73682,30.713441800000002,75.07040409999999
5100,306000,-6474.55811,-132.99179099999998,353.694183
5400,324000,-6474.66406,-238.47135899999998,336.17984
5700,342000,-6474.72021,2.25155067,159.549149
6000,360000,-6474.67725,-56.961193099999996,281.837769
6300,378000,-6474.80176,70.9637985,106.19310800000001
6600,396000,-6474.944820000001,69.0790482,25.4854355
6900,414000,-6474.916020000001,6.06856966,125.16790800000001
7200,432000,-6474.72656,-97.0387192,238.31660499999998
7500,450000,-6474.93652,58.6989899,56.557064100000005
7800,468000,-6474.68213,-292.315948,361.935394
8100,486000,-6474.5791,-303.890015,337.401245
8400,504000,-6474.23145,-600.0994870000001,800.728577
8700,522000,-6474.46289,-621.455994,726.5401
9000,540000,-6474.322270000001,-618.458435,798.113525
9300,558000,-6474.64844,-253.607864,387.740326
9600,576000,-6474.2334,-744.738586,900.187378
9900,594000,-6474.12158,-711.050171,928.528992
10200,612000,-6474.22705,-832.000183,942.4925539999999
10500,630000,-6474.19971,-727.460388,836.726135
10800,648000,-6474.23242,-681.595337,785.212891
11100,666000,-6474.2373,-765.546448,830.7634889999999
11400,684000,-6473.87305,-1107.9502,1273.44751
11700,702000,-6473.80371,-1307.50476,1407.86865
12000,720000,-6473.773929999999,-1409.15515,1477.32935
12300,738000,-6473.76562,-1223.14478,1371.5824
12600,756000,-6473.56934,-1608.03088,1733.15942
12900,774000,-6473.23242,-1915.3923300000001,2016.86975
13200,792000,-6473.25879,-1898.47095,2056.62183
13500,810000,-6472.8916,-2251.79688,2435.37769
13800,828000,-6472.79541,-2272.17896,2437.11182
14100,846000,-6473.10205,-1999.41052,2222.0585899999996
14400,864000,-6473.15186,-1972.5556600000002,2049.46802
14700,882000,-6473.3374,-1806.5800800000002,2005.8808600000002
15000,900000,-6473.57666,-1528.13477,1627.92371
300,918000,-6473.4292,-1565.80725,1694.0336899999998
600,936000,-6473.54443,-1563.9777800000002,1722.9772899999998
900,954000,-6473.10547,-1926.65674,2123.34937
1200,972000,-6473.32715,-1851.33728,1962.39038
1500,990000,-6473.35938,-2023.2127699999999,2041.8494899999998
1800,1008000,-6473.437010000001,-1807.23877,1921.8013899999999
2100,1026000,-6473.32715,-1987.4158899999998,2119.03955
2400,1044000,-6472.8916,-2462.4641100000003,2549.3413100000002
2700,1062000,-6472.93896,-2373.60645,2487.7439
3000,1080000,-6472.913570000001,-2465.46997,2506.7851600000004
3300,1098000,-6472.5473600000005,-2926.2146,2969.5588399999997
3600,1116000,-6472.44141,-2920.34082,3137.63062
3900,1134000,-6472.29395,-3228.8278800000003,3304.93677
4200,1152000,-6472.2876,-3061.04761,3224.61108
4500,1170000,-6472.23291,-3181.5961899999998,3333.49292
4800,1188000,-6472.04688,-3561.8857399999997,3688.4260299999996
5100,1206000,-6471.81885,-3640.50732,3751.7690399999997
5400,1224000,-6471.729,-3713.96826,3909.5769
5700,1242000,-6471.4668,-4056.3186,4267.28027
6000,1260000,-6471.67676,-3910.40479,4028.27905
6300,1278000,-6471.2861299999995,-4111.86963,4385.98877
6600,1296000,-6471.49707,-4207.87939,4268.59521
6900,1314000,-6471.71094,-3906.6076700000003,4050.8291
7200,1332000,-6471.61816,-3999.32129,4089.8322799999996
7500,1350000,-6471.68457,-3912.4108899999997,4025.82837
7800,1368000,-6471.68994,-3927.15503,4048.5625
8100,1386000,-6471.459470000001,-4110.65039,4218.03662
8400,1404000,-6471.4585,-4103.99365,4253.35791
8700,1422000,-6471.5463899999995,-4121.18408,4264.51025
9000,1440000,-6471.27734,-4467.59229,4569.13623
9300,1458000,-6471.16455,-4661.61182,4755.98584
9600,1476000,-6471.06396,-4555.22412,4813.33203
9900,1494000,-6471.15186,-4548.38916,4712.78418
10200,1512000,-6471.343260000001,-4370.8418,4482.5918
10500,1530000,-6471.2627,-4399.60938,4481.240720000001
10800,1548000,-6471.07715,-4555.50293,4769.78516
11100,1566000,-6471.01904,-4685.24854,4789.66406
11400,1584000,-6471.163570000001,-4530.8501,4629.9458
11700,1602000,-6470.85498,-4889.02539,5031.24365
12000,1620000,-6470.54395,-5200.73291,5370.26221
12300,1638000,-6470.4423799999995,-5552.40918,5595.59033
12600,1656000,-6470.4951200000005,-5479.35547,5580.15234
12900,1674000,-6470.39941,-5495.2338899999995,5606.18896
13200,1692000,-6470.56592,-5233.56885,5310.62354
13500,1710000,-6471.062010000001,-4785.56152,4973.98096
13800,1728000,-6470.94092,-4653.18945,4788.5708
14100,1746000,-6471.01318,-4707.05811,4829.553220000001
14400,1764000,-6470.94434,-4877.06445,4999.20068
14700,1782000,-6470.90625,-4715.12744,4924.65332
15000,1800000,-6471.0459,-4727.59473,4849.44873
15300,1818000,-6471.0151399999995,-4723.7236299999995,4896.67871
15600,1836000,-6470.990229999999,-4666.12109,4807.39062
15900,1854000,-6470.96582,-4813.50879,4953.430179999999
16200,1872000,-6471.06689,-4591.242679999999,4775.16455
16500,1890000,-6470.68359,-5107.55029,5227.90283
16800,1908000,-6470.75342,-4975.93848,5117.163570000001
17100,1926000,-6470.87158,-4906.46729,4971.55664
17400,1944000,-6470.479,-5349.0161100000005,5544.83984
17700,1962000,-6470.5415,-5399.65967,5490.02539
18000,1980000,-6470.5542,-5110.7041,5297.27344
18300,1998000,-6470.42725,-5368.11133,5556.7627
18600,2016000,-6470.50879,-5317.84717,5445.12207
18900,2034000,-6470.4209,-5407.76807,5585.51025
19200,2052000,-6470.271970000001,-5676.78418,5763.1748
19500,2070000,-6469.91797,-6035.83838,6166.40332
19800,2088000,-6469.95801,-5940.85254,6111.12695
20100,2106000,-6470.00195,-6053.74902,6215.56396
20400,2124000,-6469.86865,-6146.62109,6410.31348
20700,2142000,-6469.57959,-6477.20801,6623.2002
21000,2160000,-6469.749510000001,-6242.33252,6409.69824
21300,2178000,-6469.687989999999,-6393.398929999999,6595.44531
21600,2196000,-6469.65283,-6335.594239999999,6443.3335
21900,2214000,-6469.6665,-6424.32715,6565.0473600000005
22200,2232000,-6469.2085,-6807.277340000001,6997.615229999999
22500,2250000,-6469.30664,-6913.64453,7022.6543
22800,2268000,-6468.9873,-7167.6958,7419.928220000001
23100,2286000,-6469.1713899999995,-6981.020509999999,7127.398440000001
23400,2304000,-6469.30469,-6982.98047,7063.058109999999
23700,2322000,-6469.16309,-7016.67334,7201.6201200000005
24000,2340000,-6469.06494,-6956.17139,7252.223140000001
24300,2358000,-6469.146479999999,-7139.56299,7206.449709999999
24600,2376000,-6469.071779999999,-7236.54443,7315.25244
24900,2394000,-6468.976070000001,-7236.36328,7446.92236
25200,2412000,-6468.85449,-7375.38916,7499.37305
25500,2430000,-6468.83936,-7416.135740000001,7590.70508
25800,2448000,-6468.821779999999,-7382.2085,7606.603029999999
26100,2466000,-6468.67188,-7669.43555,7833.90967
26400,2484000,-6468.73047,-7684.9917,7795.4668
26700,2502000,-6468.62402,-7699.08008,7859.899409999999
27000,2520000,-6468.62158,-7682.39014,7797.14062
27300,2538000,-6468.26709,-8141.9389599999995,8283.34961
27600,2556000,-6468.41846,-8061.02832,8247.313479999999
27900,2574000,-6468.40967,-7938.29736,8122.14307
28200,2592000,-6468.20703,-8225.686520000001,8381.42578
28500,2610000,-6468.32617,-7947.10742,8178.28223
28800,2628000,-6468.430179999999,-7897.25635,8035.18701
29100,2646000,-6468.36084,-8105.446290000001,8179.04785
29400,2664000,-6468.16748,-8350.08008,8491.36914
29700,2682000,-6468.0463899999995,-8485.44238,8590.48145
30000,2700000,-6468.15625,-8135.913570000001,8435.83594
30300,2718000,-6468.11035,-8447.39355,8484.94043
30600,2736000,-6467.7251,-8847.23145,8865.43164
30900,2754000,-6467.83252,-8660.0752,8871.0293
31200,2772000,-6467.52344,-9116.9375,9253.29297
31500,2790000,-6467.7627,-8993.42773,9121.9248
31800,2808000,-6467.64795,-8909.28809,9050.82227
32100,2826000,-6467.81494,-8698.19824,8836.10547
32400,2844000,-6467.88574,-8580.15625,8705.35059
32700,2862000,-6467.927729999999,-8563.02344,8720.20996
33000,2880000,-6467.8125,-8682.40332,8870.51465
33300,2898000,-6467.468260000001,-9092.32324,9282.57227
33600,2916000,-6467.73242,-8869.19922,8998.29395
33900,2934000,-6468.06006,-8500.092770000001,8593.08398
34200,2952000,-6467.874510000001,-8713.8457,8767.33496
34500,2970000,-6467.94629,-8612.31738,8702.17383
34800,2988000,-6467.72021,-8800.53906,8939.83984
35100,3006000,-6467.86279,-8606.46875,8783.91309
35400,3024000,-6468.03271,-8591.60156,8654.02637
35700,3042000,-6468.0048799999995,-8576.77246,8765.49121
36000,3060000,-6467.728520000001,-8731.44629,8948.95117
36300,3078000,-6467.83936,-8697.23926,8852.02734
36600,3096000,-6467.73193,-8828.44238,8988.07617
36900,3114000,-6467.89551,-8612.82715,8765.43555
37200,3132000,-6468.02539,-8533.03125,8671.469729999999
37500,3150000,-6468.007320000001,-8672.05566,8776.57422
37800,3168000,-6468.2832,-8217.42578,8363.69727
38100,3186000,-6468.46338,-8041.99365,8138.81885
38400,3204000,-6468.56934,-8001.98975,8026.521479999999
38700,3222000,-6468.56592,-7976.15527,8079.0673799999995
39000,3240000,-6468.15527,-8297.6377,8427.04004
39300,3258000,-6468.68311,-7802.23486,7873.34668
39600,3276000,-6468.55908,-7669.660159999999,7882.882809999999
39900,3294000,-6468.57422,-7680.211429999999,7839.385740000001
40200,3312000,-6468.82959,-7524.50293,7661.13672
40500,3330000,-6468.94385,-7339.74707,7461.665529999999
40800,3348000,-6468.7451200000005,-7410.9624,7635.38818
41100,3366000,-6468.69971,-7656.8374,7756.44385
41400,3384000,-6468.82812,-7542.89307,7694.22217
41700,3402000,-6468.62695,-7873.76318,8001.37207
42000,3420000,-6468.854,-7352.49463,7566.4834
42300,3438000,-6468.58008,-7765.2827099999995,7881.13672
42600,3456000,-6468.55908,-7886.041020000001,8029.49463
42900,3474000,-6468.55127,-7809.16943,8031.31445
43200,3492000,-6468.51172,-7742.678220000001,7962.757320000001
43500,3510000,-6468.398929999999,-7860.836909999999,8069.3486299999995
43800,3528000,-6468.490229999999,-7961.54443,8039.34668
44100,3546000,-6468.42285,-7938.20459,8145.68213
44400,3564000,-6468.61182,-7938.4423799999995,7935.320309999999
44700,3582000,-6468.75342,-7682.98193,7811.133790000001
45000,3600000,-6468.625489999999,-7748.95703,7877.55957
45300,3618000,-6468.51416,-7829.39453,8059.09619
45600,3636000,-6468.52832,-7819.882320000001,8089.7514599999995
45900,3654000,-6468.30859,-8097.29541,8293.44629
46200,3672000,-6468.42529,-8143.53662,8229.76172
46500,3690000,-6468.3252,-8387.67773,8444.96289
46800,3708000,-6468.33691,-8040.760740000001,8135.75537
47100,3726000,-6468.33154,-8098.03955,8218.88184
47400,3744000,-6468.50293,-7976.33545,8044.322270000001
47700,3762000,-6468.0874,-8300.0293,8459.33984
48000,3780000,-6467.78662,-8931.469729999999,9065.342770000001
48300,3798000,-6467.79688,-8785.71387,8973.14258
48600,3816000,-6467.91846,-8799.499020000001,8953.79102
48900,3834000,-6467.24658,-9426.8252,9571.936520000001
49200,3852000,-6466.96094,-9771.842770000001,9935.75195
49500,3870000,-6467.24463,-9492.02539,9608.46582
49800,3888000,-6467.3877,-9156.95703,9311.33496
50100,3906000,-6467.9502,-8745.31641,8791.76172
50400,3924000,-6467.5776399999995,-8986.41504,9167.30176
50700,3942000,-6467.55176,-9030.53125,9163.5957
51000,3960000,-6467.68408,-9136.94434,9218.24023
51300,3978000,-6467.271,-9395.32422,9524.97949
51600,3996000,-6467.23584,-9557.76367,9725.31055
51900,4014000,-6467.45557,-9073.03613,9256.63672
52200,4032000,-6467.35254,-9248.47656,9373.82129
52500,4050000,-6467.726070000001,-8837.67871,8943.51855
52800,4068000,-6467.634279999999,-8746.5,8955.0
53100,4086000,-6467.75879,-8683.69336,8836.08105
53400,4104000,-6467.68604,-8673.155270000001,8886.77832
53700,4122000,-6467.86182,-8775.20996,8781.70215
54000,4140000,-6467.97168,-8524.8623,8673.04785
54300,4158000,-6467.9751,-8510.02832,8659.42578
54600,4176000,-6467.83984,-8610.686520000001,8778.29395
54900,4194000,-6468.05908,-8495.19238,8610.79395
55200,4212000,-6468.146479999999,-8179.181640000001,8371.31055
55500,4230000,-6468.05469,-8500.39355,8598.55176
55800,4248000,-6467.7793,-8710.88672,8872.62988
56100,4266000,-6467.67188,-8943.31641,8999.06738
56400,4284000,-6467.69629,-9016.83398,9050.61035
56700,4302000,-6467.7041,-9071.64648,9113.87109
57000,4320000,-6467.884770000001,-8595.59863,8845.813479999999
57300,4338000,-6467.81445,-8686.96875,8887.37695
57600,4356000,-6467.75439,-8801.41602,8924.9541
57900,4374000,-6467.73584,-8906.67188,9018.30078
58200,4392000,-6467.59521,-8916.72656,9127.84082
58500,4410000,-6467.7338899999995,-8916.66602,9061.54785
58800,4428000,-6467.64453,-8916.04492,9090.94336
59100,4446000,-6467.36475,-9121.41016,9359.39551
59400,4464000,-6467.86328,-8837.74121,8897.41602
59700,4482000,-6467.99609,-8604.70215,8728.58594
60000,4500000,-6467.77344,-8617.66113,8723.59082
60300,4518000,-6468.02686,-8513.5918,8694.22852
60600,4536000,-6467.7338899999995,-8814.24609,8962.967770000001
60900,4554000,-6467.53662,-8981.31445,9186.30859
61200,4572000,-6467.09277,-9329.75684,9583.75293
61500,4590000,-6467.0791,-9489.782229999999,9750.87012
61800,4608000,-6467.15918,-9396.84766,9554.1543
62100,4626000,-6467.0127,-9571.79395,9827.032229999999
62400,4644000,-6466.97412,-9840.44043,9960.58203
62700,4662000,-6467.16895,-9583.05762,9733.36816
63000,4680000,-6466.88916,-9765.59082,10027.542
63300,4698000,-6467.04004,-9683.18262,9788.01855
63600,4716000,-6467.05908,-9615.83594,9734.03613
63900,4734000,-6466.95166,-9856.93262,9964.28516
64200,4752000,-6467.03809,-9675.02734,9855.70703
64500,4770000,-6466.83057,-9927.24512,10138.9941
64800,4788000,-6466.75781,-10079.6484,10186.7686
65100,4806000,-6466.80811,-10053.1885,10189.6113
65400,4824000,-6466.728029999999,-10082.3682,10181.9111
65700,4842000,-6466.87939,-10068.0127,10123.2217
66000,4860000,-6466.76562,-10018.1963,10212.0107
66300,4878000,-6466.78418,-9995.0752,10182.7588
66600,4896000,-6466.803220000001,-10120.6816,10300.9277
66900,4914000,-6466.83008,-10122.2725,10301.5303
67200,4932000,-6466.53955,-10303.085,10474.5664
67500,4950000,-6466.5888700000005,-10343.1162,10452.1045
67800,4968000,-6466.89844,-9959.87207,10086.0596
68100,4986000,-6466.8588899999995,-10072.5195,10155.3369
68400,5004000,-6466.3588899999995,-10619.6553,10780.5723
68700,5022000,-6466.427729999999,-10427.0264,10598.6006
69000,5040000,-6466.18652,-10680.9658,10833.7314
69300,5058000,-6466.15234,-10920.3281,11068.0059
69600,5076000,-6465.97559,-11164.8555,11174.7227
69900,5094000,-6465.87402,-11135.7012,11291.2432
70200,5112000,-6465.87061,-11224.6514,11384.7041
70500,5130000,-6465.82275,-11131.0479,11298.5938
70800,5148000,-6466.211429999999,-10892.8086,10981.4658
71100,5166000,-6466.46631,-10503.7939,10681.9053
71400,5184000,-6466.3501,-10587.9775,10770.2725
71700,5202000,-6466.29297,-10772.2598,10886.3564
72000,5220000,-6466.56055,-10406.1064,10441.1865
72300,5238000,-6466.37842,-10371.3252,10571.4414
72600,5256000,-6466.67383,-10195.6484,10341.4766
72900,5274000,-6466.58057,-10278.2881,10493.377
73200,5292000,-6466.312989999999,-10710.7451,10827.9961
73500,5310000,-6466.03564,-11067.8486,11200.1963
73800,5328000,-6465.85498,-11039.8848,11277.4531
74100,5346000,-6465.84961,-11325.3008,11448.9268
74400,5364000,-6465.906739999999,-11264.7939,11384.6357
74700,5382000,-6465.656739999999,-11504.248,11669.3086
75000,5400000,-6465.68994,-11528.4902,11574.8047
75300,5418000,-6465.60596,-11389.4248,11566.0732
75600,5436000,-6465.35693,-11854.2627,12009.1094
75900,5454000,-6465.3598600000005,-11854.0059,11984.9043
76200,5472000,-6465.40967,-11807.415,12001.8682
76500,5490000,-6465.33105,-11917.3643,12088.1904
76800,5508000,-6465.40332,-11796.0674,11950.5117
77100,5526000,-6465.65332,-11620.6006,11732.4785
77400,5544000,-6465.37598,-11905.043,12110.1631
77700,5562000,-6465.4526399999995,-11747.4453,11883.4551
78000,5580000,-6465.50391,-11608.8096,11764.3574
78300,5598000,-6465.281739999999,-11832.2471,12031.1025
78600,5616000,-6465.58936,-11477.4316,11656.9844
78900,5634000,-6466.03125,-11059.958,11199.2461
79200,5652000,-6465.88623,-11129.1035,11403.001
79500,5670000,-6465.9736299999995,-11085.2031,11249.4932
79800,5688000,-6465.53369,-11638.6699,11739.7764
80100,5706000,-6465.59277,-11612.9102,11725.6982
80400,5724000,-6465.4248,-11769.248,11846.6094
80700,5742000,-6465.61328,-11627.624,11692.3369
81000,5760000,-6465.47266,-11681.6992,11904.5371
81300,5778000,-6465.46045,-11662.3496,11840.7881
81600,5796000,-6465.64844,-11561.1309,11663.6201
81900,5814000,-6465.757320000001,-11423.4033,11567.0146
82200,5832000,-6465.55713,-11494.7949,11654.5693
82500,5850000,-6465.54883,-11526.3721,11732.7412
82800,5868000,-6465.77539,-11354.8438,11514.4775
83100,5886000,-6465.57666,-11702.46,11707.207
83400,5904000,-6465.44434,-11666.2764,11832.8711
83700,5922000,-6465.257320000001,-11815.1855,12033.2783
84000,5940000,-6465.60938,-11580.6973,11750.376
84300,5958000,-6465.27588,-11842.8047,12003.0176
84600,5976000,-6465.50244,-11688.1357,11816.0771
84900,5994000,-6465.4751,-11702.0508,11809.7295
85200,6012000,-6465.562010000001,-11590.7578,11707.3701
85500,6030000,-6465.72217,-11508.2793,11633.1396
85800,6048000,-6465.66211,-11494.7119,11714.0088
86100,6066000,-6465.60059,-11541.8848,11710.084
86400,6084000,-6465.62598,-11379.0684,11588.4512
86700,6102000,-6465.87598,-11253.1289,11398.3477
87000,6120000,-6465.9536100000005,-11246.0977,11356.4639
87300,6138000,-6465.59277,-11508.1377,11638.9082
87600,6156000,-6465.7348600000005,-11402.667,11531.2139
87900,6174000,-6465.47021,-11690.2842,11796.709
88200,6192000,-6465.31592,-11862.8525,12010.373
88500,6210000,-6465.13672,-11944.9619,12208.9248
88800,6228000,-6464.98877,-12306.7666,12402.1104
89100,6246000,-6465.0161100000005,-12338.8984,12360.5889
