Step,TotEng,Hs
900000.00000000000,-6474.7797899999996,-6474.1127900000001
909000.00000000000,-6474.9540999999999,-6474.1113299999997
918000.00000000000,-6474.8427700000002,-6474.1186500000003
927000.00000000000,-6474.8525399999999,-6474.1171899999999
936000.00000000000,-6474.8232399999997,-6474.1122999999998
945000.00000000000,-6474.9028300000000,-6474.1118200000001
954000.00000000000,-6474.8979499999996,-6474.1113299999997
963000.00000000000,-6474.9155300000002,-6474.1206099999999
972000.00000000000,-6474.8710899999996,-6474.1118200000001
981000.00000000000,-6475.0263699999996,-6474.1176800000003
990000.00000000000,-6474.8496100000002,-6474.1196300000001
999000.00000000000,-6474.9150399999999,-6474.1171899999999
1008000.0000000000,-6475.0087899999999,-6474.1186500000003
1017000.0000000000,-6474.8637699999999,-6474.1142600000003
1026000.0000000000,-6474.8867200000004,-6474.1201199999996
1035000.0000000000,-6474.9199200000003,-6474.1196300000001
1044000.0000000000,-6474.8554700000004,-6474.1186500000003
1053000.0000000000,-6474.8261700000003,-6474.1181600000000
1062000.0000000000,-6474.8842800000002,-6474.1176800000003
1071000.0000000000,-6474.9194299999999,-6474.1147499999997
1080000.0000000000,-6475.0127000000002,-6474.1206099999999
1089000.0000000000,-6474.8935499999998,-6474.1142600000003
1098000.0000000000,-6474.8959999999997,-6474.1122999999998
1107000.0000000000,-6474.9169899999997,-6474.1113299999997
1116000.0000000000,-6474.8774400000002,-6474.1181600000000
1125000.0000000000,-6474.9497099999999,-6474.1127900000001
1134000.0000000000,-6474.8286099999996,-6474.1118200000001
1143000.0000000000,-6474.9150399999999,-6474.1181600000000
1152000.0000000000,-6474.9995099999996,-6474.1157199999998
1161000.0000000000,-6474.9838900000004,-6474.1142600000003
1170000.0000000000,-6474.9375000000000,-6474.1098599999996
1179000.0000000000,-6474.9096700000000,-6474.1191399999998
1188000.0000000000,-6474.9169899999997,-6474.1127900000001
1197000.0000000000,-6474.9247999999998,-6474.1201199999996
1206000.0000000000,-6474.9877900000001,-6474.1157199999998
1215000.0000000000,-6474.9872999999998,-6474.1181600000000
1224000.0000000000,-6474.9140600000001,-6474.1147499999997
1233000.0000000000,-6474.9467800000002,-6474.1196300000001
1242000.0000000000,-6474.9916999999996,-6474.1127900000001
1251000.0000000000,-6474.9521500000001,-6474.1142600000003
1260000.0000000000,-6474.8955100000003,-6474.1181600000000
1269000.0000000000,-6474.8403300000000,-6474.1196300000001
1278000.0000000000,-6474.9111300000004,-6474.1191399999998
1287000.0000000000,-6474.9531200000001,-6474.1147499999997
1296000.0000000000,-6474.8750000000000,-6474.1176800000003
1305000.0000000000,-6474.9765600000001,-6474.1196300000001
1314000.0000000000,-6474.9589800000003,-6474.1142600000003
1323000.0000000000,-6474.8676800000003,-6474.1181600000000
1332000.0000000000,-6474.9863299999997,-6474.1196300000001
1341000.0000000000,-6474.9267600000003,-6474.1084000000001
1350000.0000000000,-6474.8691399999998,-6474.1171899999999
1359000.0000000000,-6474.8418000000001,-6474.1230500000001
1368000.0000000000,-6474.9916999999996,-6474.1157199999998
1377000.0000000000,-6474.8715800000000,-6474.1186500000003
1386000.0000000000,-6474.7836900000002,-6474.1176800000003
1395000.0000000000,-6475.0087899999999,-6474.1093799999999
1404000.0000000000,-6474.8046899999999,-6474.1201199999996
1413000.0000000000,-6474.8862300000001,-6474.1206099999999
1422000.0000000000,-6474.8544899999997,-6474.1147499999997
1431000.0000000000,-6474.8955100000003,-6474.1113299999997
1440000.0000000000,-6474.8593799999999,-6474.1137699999999
1449000.0000000000,-6474.9013699999996,-6474.1176800000003
1458000.0000000000,-6474.8081099999999,-6474.1201199999996
1467000.0000000000,-6474.9633800000001,-6474.1269499999999
1476000.0000000000,-6474.9663099999998,-6474.1157199999998
1485000.0000000000,-6474.9936500000003,-6474.1147499999997
1494000.0000000000,-6474.8999000000003,-6474.1122999999998
1503000.0000000000,-6474.9096700000000,-6474.1196300000001
1512000.0000000000,-6474.8559599999999,-6474.1166999999996
1521000.0000000000,-6474.9814500000002,-6474.1127900000001
1530000.0000000000,-6474.8378899999998,-6474.1171899999999
1539000.0000000000,-6474.9594699999998,-6474.1210899999996
1548000.0000000000,-6474.9135699999997,-6474.1210899999996
1557000.0000000000,-6474.8569299999999,-6474.1162100000001
1566000.0000000000,-6474.8886700000003,-6474.1186500000003
1575000.0000000000,-6474.9912100000001,-6474.1049800000001
1584000.0000000000,-6475.1093799999999,-6474.1259799999998
1593000.0000000000,-6474.9834000000001,-6474.1152300000003
1602000.0000000000,-6474.9272499999997,-6474.1122999999998
1611000.0000000000,-6474.8237300000001,-6474.1113299999997
1620000.0000000000,-6474.8422899999996,-6474.1152300000003
1629000.0000000000,-6474.9335899999996,-6474.1186500000003
1638000.0000000000,-6474.9926800000003,-6474.1201199999996
1647000.0000000000,-6474.8564500000002,-6474.1215800000000
1656000.0000000000,-6474.9326199999996,-6474.1206099999999
1665000.0000000000,-6475.1035199999997,-6474.1142600000003
1674000.0000000000,-6474.9311500000003,-6474.1122999999998
1683000.0000000000,-6474.9418900000001,-6474.1220700000003
1692000.0000000000,-6474.9365200000002,-6474.1176800000003
1701000.0000000000,-6474.8984399999999,-6474.1162100000001
1710000.0000000000,-6474.9433600000002,-6474.1181600000000
1719000.0000000000,-6475.0307599999996,-6474.1201199999996
1728000.0000000000,-6474.9160199999997,-6474.1171899999999
1737000.0000000000,-6474.9453100000001,-6474.1147499999997
1746000.0000000000,-6474.9765600000001,-6474.1215800000000
1755000.0000000000,-6475.0336900000002,-6474.1122999999998
1764000.0000000000,-6474.8920900000003,-6474.1162100000001
1773000.0000000000,-6474.9238299999997,-6474.1166999999996
1782000.0000000000,-6474.9282199999998,-6474.1113299999997
1791000.0000000000,-6474.9252900000001,-6474.1171899999999
1800000.0000000000,-6474.9428699999999,-6474.1157199999998
1809000.0000000000,-6475.0209999999997,-6474.1147499999997
1818000.0000000000,-6474.8857399999997,-6474.1166999999996
1827000.0000000000,-6474.8886700000003,-6474.1215800000000
1836000.0000000000,-6474.8994100000000,-6474.1186500000003
1845000.0000000000,-6474.9365200000002,-6474.1215800000000
1854000.0000000000,-6474.9624000000003,-6474.1176800000003
1863000.0000000000,-6475.0429700000004,-6474.1235399999996
1872000.0000000000,-6474.9096700000000,-6474.1162100000001
1881000.0000000000,-6474.9350599999998,-6474.1215800000000
1890000.0000000000,-6474.8759799999998,-6474.1181600000000
1899000.0000000000,-6474.9355500000001,-6474.1186500000003
1908000.0000000000,-6474.9482399999997,-6474.1269499999999
1917000.0000000000,-6474.9643599999999,-6474.1225599999998
1926000.0000000000,-6475.0200199999999,-6474.1176800000003
1935000.0000000000,-6474.9335899999996,-6474.1206099999999
1944000.0000000000,-6474.9604499999996,-6474.1201199999996
1953000.0000000000,-6474.9243200000001,-6474.1196300000001
1962000.0000000000,-6474.9121100000002,-6474.1215800000000
1971000.0000000000,-6474.8979499999996,-6474.1157199999998
1980000.0000000000,-6474.9985399999996,-6474.1127900000001
1989000.0000000000,-6474.9375000000000,-6474.1162100000001
1998000.0000000000,-6474.9360399999996,-6474.1122999999998
2007000.0000000000,-6474.8520500000004,-6474.1215800000000
2016000.0000000000,-6474.9921899999999,-6474.1171899999999
2025000.0000000000,-6474.8833000000004,-6474.1186500000003
2034000.0000000000,-6474.8442400000004,-6474.1137699999999
2043000.0000000000,-6475.0073199999997,-6474.1225599999998
2052000.0000000000,-6474.9238299999997,-6474.1122999999998
2061000.0000000000,-6474.8881799999999,-6474.1201199999996
2070000.0000000000,-6474.8920900000003,-6474.1191399999998
2079000.0000000000,-6474.9375000000000,-6474.1186500000003
2088000.0000000000,-6474.8579099999997,-6474.1196300000001
2097000.0000000000,-6474.9726600000004,-6474.1176800000003
2106000.0000000000,-6474.9389600000004,-6474.1235399999996
2115000.0000000000,-6474.8662100000001,-6474.1201199999996
2124000.0000000000,-6474.9355500000001,-6474.1181600000000
2133000.0000000000,-6474.9550799999997,-6474.1215800000000
2142000.0000000000,-6474.8930700000001,-6474.1225599999998
2151000.0000000000,-6474.8940400000001,-6474.1210899999996
2160000.0000000000,-6474.9340800000000,-6474.1166999999996
2169000.0000000000,-6474.9184599999999,-6474.1210899999996
2178000.0000000000,-6474.9770500000004,-6474.1215800000000
2187000.0000000000,-6474.9907199999998,-6474.1181600000000
2196000.0000000000,-6474.8818400000000,-6474.1132799999996
2205000.0000000000,-6474.8725599999998,-6474.1171899999999
2214000.0000000000,-6474.9086900000002,-6474.1181600000000
2223000.0000000000,-6474.9731400000001,-6474.1196300000001
2232000.0000000000,-6474.8911099999996,-6474.1269499999999
2241000.0000000000,-6474.9458000000004,-6474.1176800000003
2250000.0000000000,-6474.8867200000004,-6474.1210899999996
2259000.0000000000,-6474.9687500000000,-6474.1225599999998
2268000.0000000000,-6475.0229499999996,-6474.1206099999999
2277000.0000000000,-6474.9780300000002,-6474.1240200000002
2286000.0000000000,-6474.8984399999999,-6474.1142600000003
2295000.0000000000,-6474.9902300000003,-6474.1215800000000
2304000.0000000000,-6474.9931600000000,-6474.1206099999999
2313000.0000000000,-6474.9545900000003,-6474.1191399999998
2322000.0000000000,-6474.8730500000001,-6474.1157199999998
2331000.0000000000,-6474.9370099999996,-6474.1181600000000
2340000.0000000000,-6475.1005900000000,-6474.1254900000004
2349000.0000000000,-6474.9414100000004,-6474.1201199999996
2358000.0000000000,-6474.9218799999999,-6474.1225599999998
2367000.0000000000,-6474.9497099999999,-6474.1171899999999
2376000.0000000000,-6474.9677700000002,-6474.1166999999996
2385000.0000000000,-6474.9106400000001,-6474.1181600000000
2394000.0000000000,-6474.8466799999997,-6474.1206099999999
2403000.0000000000,-6474.9199200000003,-6474.1186500000003
2412000.0000000000,-6474.9736300000004,-6474.1240200000002
2421000.0000000000,-6474.9272499999997,-6474.1206099999999
2430000.0000000000,-6474.8500999999997,-6474.1181600000000
2439000.0000000000,-6474.9497099999999,-6474.1166999999996
2448000.0000000000,-6474.9272499999997,-6474.1118200000001
2457000.0000000000,-6474.8920900000003,-6474.1196300000001
2466000.0000000000,-6474.9184599999999,-6474.1132799999996
2475000.0000000000,-6474.8813499999997,-6474.1220700000003
2484000.0000000000,-6474.8896500000001,-6474.1206099999999
2493000.0000000000,-6474.9023399999996,-6474.1210899999996
2502000.0000000000,-6475.0361300000004,-6474.1201199999996
2511000.0000000000,-6474.8710899999996,-6474.1254900000004
2520000.0000000000,-6474.7861300000004,-6474.1181600000000
2529000.0000000000,-6475.0083000000004,-6474.1220700000003
2538000.0000000000,-6474.9384799999998,-6474.1245099999996
2547000.0000000000,-6474.8579099999997,-6474.1176800000003
2556000.0000000000,-6474.9609399999999,-6474.1171899999999
2565000.0000000000,-6474.9482399999997,-6474.1166999999996
2574000.0000000000,-6474.9604499999996,-6474.1166999999996
2583000.0000000000,-6474.9067400000004,-6474.1196300000001
2592000.0000000000,-6474.9599600000001,-6474.1152300000003
2601000.0000000000,-6474.9594699999998,-6474.1181600000000
2610000.0000000000,-6474.8232399999997,-6474.1157199999998
2619000.0000000000,-6474.8671899999999,-6474.1103499999999
2628000.0000000000,-6474.8969699999998,-6474.1259799999998
2637000.0000000000,-6474.8676800000003,-6474.1142600000003
2646000.0000000000,-6474.9150399999999,-6474.1132799999996
2655000.0000000000,-6474.9834000000001,-6474.1245099999996
2664000.0000000000,-6474.9130900000000,-6474.1157199999998
2673000.0000000000,-6474.8745099999996,-6474.1250000000000
2682000.0000000000,-6475.0375999999997,-6474.1201199999996
2691000.0000000000,-6474.9619100000000,-6474.1269499999999
2700000.0000000000,-6474.9462899999999,-6474.1093799999999
2709000.0000000000,-6474.8891599999997,-6474.1196300000001
2718000.0000000000,-6475.0087899999999,-6474.1162100000001
2727000.0000000000,-6474.8603499999999,-6474.1196300000001
2736000.0000000000,-6474.9492200000004,-6474.1166999999996
2745000.0000000000,-6474.8823199999997,-6474.1264600000004
2754000.0000000000,-6474.8237300000001,-6474.1206099999999
2763000.0000000000,-6474.9663099999998,-6474.1181600000000
2772000.0000000000,-6474.8950199999999,-6474.1181600000000
2781000.0000000000,-6474.9716799999997,-6474.1191399999998
2790000.0000000000,-6474.9311500000003,-6474.1225599999998
2799000.0000000000,-6474.9184599999999,-6474.1162100000001
2808000.0000000000,-6474.8256799999999,-6474.1220700000003
2817000.0000000000,-6474.9316399999998,-6474.1171899999999
2826000.0000000000,-6474.8950199999999,-6474.1181600000000
2835000.0000000000,-6474.9291999999996,-6474.1279299999997
2844000.0000000000,-6475.0830100000003,-6474.1157199999998
2853000.0000000000,-6474.8383800000001,-6474.1113299999997
2862000.0000000000,-6475.0141599999997,-6474.1210899999996
2871000.0000000000,-6474.9277300000003,-6474.1201199999996
2880000.0000000000,-6474.8515600000001,-6474.1098599999996
2889000.0000000000,-6474.9179700000004,-6474.1113299999997
2898000.0000000000,-6474.9921899999999,-6474.1274400000002
2907000.0000000000,-6474.9233400000003,-6474.1259799999998
2916000.0000000000,-6474.9785199999997,-6474.1162100000001
2925000.0000000000,-6474.9702100000004,-6474.1196300000001
2934000.0000000000,-6474.8881799999999,-6474.1181600000000
2943000.0000000000,-6474.9209000000001,-6474.1162100000001
2952000.0000000000,-6474.8915999999999,-6474.1157199999998
2961000.0000000000,-6474.8076199999996,-6474.1186500000003
2970000.0000000000,-6474.7695299999996,-6474.1240200000002
2979000.0000000000,-6474.8637699999999,-6474.1152300000003
2988000.0000000000,-6474.9467800000002,-6474.1196300000001
2997000.0000000000,-6475.0371100000002,-6474.1210899999996
3006000.0000000000,-6474.9174800000001,-6474.1201199999996
3015000.0000000000,-6474.9360399999996,-6474.1274400000002
3024000.0000000000,-6474.9946300000001,-6474.1181600000000
3033000.0000000000,-6474.8242200000004,-6474.1147499999997
3042000.0000000000,-6474.9619100000000,-6474.1201199999996
3051000.0000000000,-6474.8603499999999,-6474.1157199999998
3060000.0000000000,-6474.9238299999997,-6474.1235399999996
3069000.0000000000,-6474.9814500000002,-6474.1176800000003
3078000.0000000000,-6474.9252900000001,-6474.1113299999997
3087000.0000000000,-6474.9746100000002,-6474.1147499999997
3096000.0000000000,-6474.9150399999999,-6474.1142600000003
3105000.0000000000,-6474.8945299999996,-6474.1181600000000
3114000.0000000000,-6474.9502000000002,-6474.1176800000003
3123000.0000000000,-6474.8906200000001,-6474.1118200000001
3132000.0000000000,-6474.9199200000003,-6474.1225599999998
3141000.0000000000,-6474.9609399999999,-6474.1157199999998
3150000.0000000000,-6474.8559599999999,-6474.1171899999999
3159000.0000000000,-6474.9028300000000,-6474.1196300000001
3168000.0000000000,-6474.8544899999997,-6474.1196300000001
3177000.0000000000,-6475.0190400000001,-6474.1201199999996
3186000.0000000000,-6474.9033200000003,-6474.1201199999996
3195000.0000000000,-6474.8681600000000,-6474.1201199999996
3204000.0000000000,-6474.8867200000004,-6474.1269499999999
3213000.0000000000,-6474.8808600000002,-6474.1142600000003
3222000.0000000000,-6474.9418900000001,-6474.1118200000001
3231000.0000000000,-6475.0224600000001,-6474.1269499999999
3240000.0000000000,-6474.9047899999996,-6474.1181600000000
3249000.0000000000,-6474.9125999999997,-6474.1171899999999
3258000.0000000000,-6474.8911099999996,-6474.1166999999996
3267000.0000000000,-6474.9062500000000,-6474.1137699999999
3276000.0000000000,-6474.9916999999996,-6474.1137699999999
3285000.0000000000,-6474.9902300000003,-6474.1166999999996
3294000.0000000000,-6474.8891599999997,-6474.1225599999998
3303000.0000000000,-6475.0532199999998,-6474.1186500000003
3312000.0000000000,-6474.8881799999999,-6474.1245099999996
3321000.0000000000,-6474.9257799999996,-6474.1235399999996
3330000.0000000000,-6474.8007799999996,-6474.1235399999996
3339000.0000000000,-6474.9272499999997,-6474.1215800000000
3348000.0000000000,-6474.9477500000003,-6474.1220700000003
3357000.0000000000,-6474.9790000000003,-6474.1196300000001
3366000.0000000000,-6474.9316399999998,-6474.1176800000003
3375000.0000000000,-6474.8496100000002,-6474.1230500000001
3384000.0000000000,-6474.8999000000003,-6474.1230500000001
3393000.0000000000,-6475.0117200000004,-6474.1220700000003
3402000.0000000000,-6474.9604499999996,-6474.1245099999996
3411000.0000000000,-6474.8945299999996,-6474.1171899999999
3420000.0000000000,-6474.9350599999998,-6474.1225599999998
3429000.0000000000,-6474.8789100000004,-6474.1176800000003
3438000.0000000000,-6474.9531200000001,-6474.1186500000003
3447000.0000000000,-6474.9531200000001,-6474.1245099999996
3456000.0000000000,-6474.9668000000001,-6474.1118200000001
3465000.0000000000,-6474.9003899999998,-6474.1088900000004
3474000.0000000000,-6474.8891599999997,-6474.1162100000001
3483000.0000000000,-6474.8769499999999,-6474.1210899999996
3492000.0000000000,-6474.8818400000000,-6474.1108400000003
3501000.0000000000,-6474.9687500000000,-6474.1206099999999
3510000.0000000000,-6474.8300799999997,-6474.1210899999996
3519000.0000000000,-6474.9257799999996,-6474.1235399999996
3528000.0000000000,-6475.0039100000004,-6474.1118200000001
3537000.0000000000,-6474.8496100000002,-6474.1225599999998
3546000.0000000000,-6474.9130900000000,-6474.1171899999999
3555000.0000000000,-6474.9145500000004,-6474.1127900000001
3564000.0000000000,-6474.9213900000004,-6474.1191399999998
3573000.0000000000,-6475.0239300000003,-6474.1181600000000
3582000.0000000000,-6475.0004900000004,-6474.1230500000001
3591000.0000000000,-6474.9531200000001,-6474.1191399999998
3600000.0000000000,-6474.9853499999999,-6474.1215800000000
3609000.0000000000,-6474.9331099999999,-6474.1225599999998
3618000.0000000000,-6474.9165000000003,-6474.1254900000004
3627000.0000000000,-6475.0375999999997,-6474.1181600000000
3636000.0000000000,-6474.8588900000004,-6474.1201199999996
3645000.0000000000,-6474.8520500000004,-6474.1196300000001
3654000.0000000000,-6474.9189500000002,-6474.1147499999997
3663000.0000000000,-6474.9389600000004,-6474.1240200000002
3672000.0000000000,-6474.8320299999996,-6474.1210899999996
3681000.0000000000,-6474.9096700000000,-6474.1181600000000
3690000.0000000000,-6474.9765600000001,-6474.1220700000003
3699000.0000000000,-6475.0874000000003,-6474.1264600000004
3708000.0000000000,-6474.9267600000003,-6474.1201199999996
3717000.0000000000,-6474.9101600000004,-6474.1171899999999
3726000.0000000000,-6474.9443400000000,-6474.1166999999996
3735000.0000000000,-6475.0063499999997,-6474.1171899999999
3744000.0000000000,-6474.9628899999998,-6474.1240200000002
3753000.0000000000,-6474.9106400000001,-6474.1254900000004
3762000.0000000000,-6475.0302700000002,-6474.1240200000002
3771000.0000000000,-6474.8940400000001,-6474.1279299999997
3780000.0000000000,-6474.8833000000004,-6474.1215800000000
3789000.0000000000,-6474.7514600000004,-6474.1157199999998
3798000.0000000000,-6474.9497099999999,-6474.1225599999998
3807000.0000000000,-6474.8315400000001,-6474.1220700000003
3816000.0000000000,-6474.9106400000001,-6474.1220700000003
3825000.0000000000,-6474.9863299999997,-6474.1225599999998
3834000.0000000000,-6474.9355500000001,-6474.1220700000003
3843000.0000000000,-6474.8666999999996,-6474.1215800000000
3852000.0000000000,-6474.8422899999996,-6474.1220700000003
3861000.0000000000,-6474.9399400000002,-6474.1108400000003
3870000.0000000000,-6475.0009799999998,-6474.1254900000004
3879000.0000000000,-6474.9570299999996,-6474.1152300000003
3888000.0000000000,-6474.8706099999999,-6474.1220700000003
